,abs_vo850_cluster1,abs_vo850_cluster2,abs_vo850_cluster3,abs_vo850_cluster4,abs_vo850_cluster5,mpi_cluster1,mpi_cluster2,mpi_cluster3,mpi_cluster4,mpi_cluster5,msl_cluster1,msl_cluster2,msl_cluster3,msl_cluster4,msl_cluster5,r700_cluster1,r700_cluster2,r700_cluster3,r700_cluster4,r700_cluster5,sst_cluster1,sst_cluster2,sst_cluster3,sst_cluster4,sst_cluster5,vo850_cluster1,vo850_cluster2,vo850_cluster3,vo850_cluster4,vo850_cluster5,vws850-200_cluster1,vws850-200_cluster2,vws850-200_cluster3,vws850-200_cluster4,vws850-200_cluster5,w_cluster1,w_cluster2,w_cluster3,w_cluster4,w_cluster5,EA-WR,ENSO3.4,EP-NP,NAO,PDO,PNA,SOI,TNA,TSA,WP,month
1965-11-01,9.472838259128812e-05,1.394233495238608e-06,3.257995367197222e-05,0.0023752926305557,5.86587063009949e-05,,,,,,3177.712059020996,1756.3552330280174,1208.8576844963895,1622.9740234375,1176.6226178648844,54.99446380314569,95.77536069429836,47.05797831217448,108.919596449237,60.91471314430237,30.531076284555287,45.73446909586588,29.507607221603397,48.01308743588559,63.76957777069836,-7.469252578105589e-06,0.0020943147319485,7.779680283819862e-07,-0.0036724064557347,0.0003667634882731,37.2609352791224,14.606329194982102,33.36197361031823,19.30217598404137,29.887851686672946,0.0156730994099547,-0.0203365389304825,0.005972646893217,0.0087157858624344,-2.982346465190252,-0.4,1.42,0.21,-1.88,-0.59,-0.81,-2.4,-0.09,-0.3,1.56,11
1965-12-01,9.207576726492884e-05,2.4121638995339687e-06,3.3113190415621685e-05,0.0039633239794056,5.6231364575050885e-05,,,,,,3185.7118606567383,1760.1700881431843,1208.8688945390315,1624.422265625,1178.2306649092304,38.61330154494112,102.0574481670673,38.65054965943329,89.10004446439653,60.06664633750916,30.05550824678861,42.41587139311291,27.165487408638,45.82068125406901,63.683528434939504,-9.12728786622466e-06,0.0056186967412941,5.82135043200341e-07,-0.0047881239879643,0.0004028669718536,40.10129278888758,21.18612409959633,33.457824518092394,21.08770490661604,34.3394199806434,0.034031295311837,0.0040432217212606,0.011872735810287,-0.0047680354189305,-2.456122388442357,-1.13,1.36,-99.9,1.18,0.06,-1.56,0.3,0.01,-0.25,0.38,12
1966-01-01,9.845077096712018e-05,4.244546510091098e-06,3.091919241246376e-05,0.0051051159971393,5.4097068440473294e-05,,,,,,3181.993865966797,1750.6189806707976,1208.585433656001,1625.260205078125,1176.86792274431,36.58150358153095,107.34213022085336,26.00192136542741,69.304104386089,69.46948766708374,29.67859205308851,39.63486262730189,25.609904527664185,43.67720973384272,65.8575383628287,-7.738563095463342e-06,0.0088595064880792,2.4940882692447985e-07,-0.0039843438571551,0.0004199270551907,32.58506712519137,24.16747014043087,37.89062881296002,28.16597593392795,41.17673197381767,0.0189891381015782,0.0160572272312792,0.0141950372534875,-0.0432158838070574,-2.310840040445328,-0.49,1.12,-0.36,-2.54,-0.82,-0.15,-2.2,-0.02,-0.19,0.42,1
1966-02-01,9.81006747298484e-05,2.553461594548675e-06,3.1822435534865546e-05,0.0042616137458632,5.315445167838535e-05,,,,,,3178.319358825684,1755.0432402512124,1208.8949135100224,1625.771142578125,1178.7461120958274,31.424585351803035,104.11945049579326,24.882983422094537,79.17843399760879,68.41831505298615,29.51502013992477,38.96686917259579,24.481233954429623,42.9261336455474,66.94128455185309,-9.071930482022722e-06,0.0061766040744259,7.41686469816407e-07,-0.0060381706134648,0.0005188633804209,28.34791579062131,18.6594897574265,37.94460586120707,28.795192760884238,39.48958928292996,0.021929790356351,0.0271126274255257,0.0131897367716122,-0.0166934959235645,-2.2158170739809675,-0.02,0.8,-0.55,-2.02,-0.03,-2.05,-0.4,0.37,-0.28,0.73,2
1966-03-01,9.641076589062769e-05,3.134743934438154e-06,3.169464578508939e-05,0.0042074956581927,5.8579999817788005e-05,,,,,,3169.428253173828,1757.3149056270206,1207.988650865289,1624.10458984375,1177.5312302429552,49.0815233127237,107.6397000826322,31.92145768986192,99.29937202239704,62.52257227897644,29.555790240948017,38.28352973574684,24.187925457954407,42.55007322844084,67.1720597802139,-6.627400308303863e-06,0.0056563138059573,7.745882601994936e-07,-0.0027903201043955,0.0004133114998694,51.63847458360339,13.054642838138244,48.02241424058922,21.174074135004343,35.47561893587705,0.02525374670381,0.0024324963812398,0.0130890734278811,-0.043130942753383,-1.9546642899513245,1.5,0.93,-0.94,0.18,-1.29,0.43,-1.5,0.43,-0.39,-0.76,3
1966-04-01,9.656779966885658e-05,4.607298771069119e-06,3.2372664511632665e-05,0.0039303408508809,5.5157798857208175e-05,,,,,,3158.013916015625,1755.8615322770745,1208.443520838521,1623.348779296875,1176.3647178694002,54.9234888236511,106.65141179011418,27.501487731933597,106.68404837635076,67.40030944347382,30.13600255106832,39.0074956984747,24.9020516872406,43.70573404672983,67.47755655428259,-7.838412287285069e-06,0.0048319729103241,1.4352219082383852e-06,-0.0026165767849306,0.0004438743417267,32.72169064720311,11.090667783132352,38.30636752013148,21.88993216895527,32.07941538712623,0.030557812768438,-0.0071998143309279,0.0124644435261591,-0.0467330412495703,-2.6808150112628937,0.08,0.35,1.96,-0.96,0.06,-0.54,-0.3,0.52,0.08,0.08,4
1966-05-01,9.086699381356972e-05,2.5286151224675523e-06,3.3770853693376444e-05,0.0042062310967594,5.934568284074752e-05,,,,,,3157.1495056152344,1763.464776400862,1209.3683128812877,1623.6955078125,1177.029401305094,66.8171154454424,110.8367685171274,46.06199929880541,115.74944112902487,55.49350827932358,30.469543331272,41.05720338367281,26.83793008327484,45.08577982584635,65.78530567448314,-7.162864146192468e-06,0.0070778827648609,3.072799227187385e-07,0.0001033273974826,0.0002415024209767,43.08348923896319,8.87369199501714,40.13062988648459,11.58312280193275,21.73886419199956,0.0233809757781656,-0.0649253543041929,0.0043975348727634,-0.0868904945396241,-4.051320006450018,0.06,-0.38,-0.67,0.25,-0.53,-0.15,-0.7,0.36,0.13,0.51,5
1966-06-01,9.390567060489596e-05,7.853520941339377e-07,3.5312246166684323e-05,0.005340060549012,5.701767987379776e-05,,,,,,3155.7287216186523,1763.1839094490842,1210.0885520418328,1623.848095703125,1177.6508309248554,73.44679245220617,104.93404681865984,44.00391245997229,127.564182459751,60.80639362335205,30.67742756434849,43.575760977608816,30.07415235042572,46.8592222746428,63.98040027153202,-8.716721143879508e-06,0.006942114123376,4.557702558794962e-07,-0.0001562692659717,0.0004882646317128,21.821884630745057,15.190315290111208,27.59216401863268,8.23210338409562,13.81383652067255,0.0258017188081374,-0.1008916787708861,-0.0116298328906011,-0.0496430393485795,-3.667820990085602,0.84,-0.08,0.23,1.37,0.16,0.1,0.5,0.27,0.62,-1.03,6
1966-07-01,9.786840670384728e-05,-7.773953831546303e-07,3.614195137695213e-05,0.0079678250282692,5.616175852325188e-05,,,,,,3152.1589279174805,1763.7881574959592,1210.4924053784862,1623.79462890625,1176.0768647827854,76.42470298729508,104.71463423508864,44.79515755823416,130.35152114440348,70.0226753950119,30.7536869258671,46.87416076660156,33.44779908657074,48.416366233482016,61.74403399955936,-1.000077447749701e-05,0.012509649968706,1.9044890109398691e-06,0.0011710703802236,0.0006658524216618,14.378777093721082,11.190797710536282,20.56062380927061,11.053047483392785,8.683925826802644,0.0305045765602154,-0.0844521895994113,-0.0129017973085865,-0.00874955561899,-3.140139828125636,-1.23,0.04,-0.57,0.35,0.26,-1.18,0.1,0.15,0.28,2.82,7
1966-08-01,9.396436473971968e-05,-2.243384933125409e-06,3.875481572896733e-05,0.0078089283003161,5.596276839502418e-05,,,,,,3153.410148620605,1759.84949572333,1210.7877571744275,1622.962841796875,1176.0745009934972,79.38117793040911,100.7746329674354,55.4428218871124,137.84165426949474,66.22216999530792,30.722184233613067,49.55243246895926,35.47585606575012,49.58236969269073,59.8459615940001,-1.0809271716040748e-05,0.0119097472634166,2.004558184089753e-06,0.0001335505658062,0.0006761332042515,9.412518017837398,14.070309276442838,14.759960297057194,9.285675186668684,8.360292826106706,0.0240182394712318,-0.0870784438109096,-0.0146167109218927,0.032349486968347,-3.099275380373001,1.87,-0.37,0.63,-2.39,-0.35,1.26,1.1,0.03,-0.06,-0.34,8
1966-09-01,9.676233001004602e-05,-6.262076170887462e-07,3.652581941232232e-05,0.005769116008499,5.650005216158028e-05,,,,,,3160.957336425781,1757.3706265153558,1210.5475801870643,1622.400146484375,1174.5232907333816,80.38628488925879,88.36376483623798,64.24968926481498,134.09242719133323,69.58780884742737,30.853481083125857,50.07145836239769,35.46943962574005,50.19492415694503,60.11473958085223,-8.484197282955104e-06,0.0088417436927557,1.439960393347726e-06,-0.0011245017049077,0.0004322137101553,19.186742048031785,12.04235056149377,15.27071390309588,8.773402609641158,13.158252618025507,0.0182672863758285,-0.0866517330272288,-0.0149912611008263,0.0298510225755827,-2.261427789926529,2.66,-0.44,1.58,-0.29,-0.33,0.63,-0.4,0.07,-0.07,0.55,9
1966-10-01,9.606942618374042e-05,1.162871719719632e-06,3.529300125879481e-05,0.0026093218669605,5.6917183908479446e-05,,,,,,3164.687156677246,1752.8624435950971,1209.1817544276023,1621.483154296875,1174.6470192264271,73.69067187379734,85.07833334115836,63.73615117036095,125.01264197804105,64.41959142684937,30.873030358618436,49.27190871465773,32.90043771266937,49.83196945877762,61.46654268590416,-6.106874577427111e-06,0.0034215277992188,4.2140529449790687e-08,-0.0029257545975269,0.0002549975579313,25.811832046772576,8.18624966440101,19.57458294609081,10.66554369787204,19.10412535616435,0.0113081017335658,-0.0767944498529917,-0.0038576111770593,0.0385128391817921,-2.149958411852519,0.87,-0.5,0.46,-0.23,-1.17,-0.61,-0.2,0.1,-0.05,-0.96,10
1966-11-01,9.752272257343108e-05,2.1034822525404903e-06,3.294440543150382e-05,0.000156655490476,5.923387989104636e-05,,,,,,3173.045539855957,1754.0773589035562,1208.0755834085537,1621.955126953125,1176.3810879922328,58.47855741754542,97.51187251164365,57.65182140261628,105.11451792494158,60.19514203071594,30.588873140104525,46.385305495489206,29.72993850708008,48.456915434416345,63.05744822432356,-4.56243188029772e-06,-0.0031990868592401,3.429892592166084e-07,-0.0030830477044219,0.0002391529596934,34.17537858612902,19.433623702232,30.087178949089832,20.011722506713525,25.830124592039585,0.0108260313531587,-0.0096155572211063,0.0181622288297288,0.0077745974773452,-1.969605808456739,-2.94,-0.47,0.74,-0.18,-1.15,-1.96,-0.0,0.35,0.21,0.95,11
1966-12-01,9.517093002254706e-05,3.0169850350645893e-06,3.2367956201166014e-05,0.0003610596650105,5.7899244404608506e-05,,,,,,3180.035781860352,1756.2754137762663,1207.650525826382,1622.527294921875,1177.4086660043354,46.52317404159772,104.47765643780048,49.384893373001454,90.5291370142286,61.10534071922302,29.94338863498562,42.18488965715681,27.331852912902832,45.90027955201295,63.94862198248143,-6.466895513484653e-06,-0.0017201584341819,7.408469716484557e-07,-0.0059331934608053,0.000249166660069,47.226067362454415,18.054658656742497,37.42639117242582,19.40946713666537,33.30077835686615,0.0266349772632363,0.0082154811324575,0.0153447073311186,-0.0363658634679658,-2.5819140175978346,-0.61,-0.57,-99.9,0.58,-0.32,-0.21,-0.6,0.24,0.6,-1.34,12
1967-01-01,9.590436347088842e-05,5.2806169315273225e-06,3.239866840120062e-05,0.0033153005157752,5.543670569073839e-05,6.422904077038181,8.480847451593274,11.96902396482198,13.497135600043716,71.67607101434649,3187.1761322021484,1757.531264732624,1208.620522791646,1625.211328125,1179.2205634144689,37.17614723543816,105.50626901479868,29.96177303698636,69.90297620541581,59.73312556743622,29.423907562926573,39.883700779506135,25.74490606784821,43.85258786313168,65.17941079488615,-7.781420354259214e-06,0.0048655187129043,1.2958173524101435e-06,-0.0061777893279213,0.000461776398879,54.25633142865459,22.624886255933376,38.05733910393211,22.91666684976325,35.90077390865088,0.0303046860796237,0.0161331229477743,0.0174155541194173,-0.0218386956978411,-1.9434196253617608,0.34,-0.67,-0.22,-1.55,-0.2,-1.16,2.8,0.24,0.3,0.86,1
1967-02-01,9.443829185329378e-05,4.7808881865927456e-06,3.288481916809504e-05,0.0015119585441425,5.6043679603075975e-05,5.760802228303102,7.927969092703284,11.994316304217564,13.781045381802892,97.15699608101444,3172.4044799804688,1761.7074900660025,1208.578941071651,1625.74345703125,1178.138477126987,43.1632638564838,104.80263343224158,30.79718508461649,93.81453612140406,64.26741778850555,29.148934961675288,38.175739106677824,24.8418003320694,42.34844585796734,67.0491660513529,-8.771627266897938e-06,0.0007396794444503,2.684796837374134e-06,-0.0059023095673182,0.0003204929817002,51.3441181893673,16.932088100448606,36.850869301363,21.651153919022928,38.50020287952323,0.0460252263828327,0.0275402176606504,0.0123295936590203,-0.1242649164937791,-1.4233699689308803,-0.52,-0.64,-0.56,-0.23,-0.18,-0.2,2.8,-0.0,0.3,-0.0,2
1967-03-01,9.361283446196468e-05,5.379451064719002e-06,3.334437439518393e-05,0.0012657487483617,5.748016752733208e-05,5.1561339412244696,7.752769807995409,11.950819449430766,9.571357893980794,98.02654916201956,3169.33650970459,1760.2971570245152,1208.374704307769,1624.252587890625,1178.423825302565,45.90003572661302,105.3536165677584,32.95831310656644,96.51908517997956,59.2686802148819,29.14215025011,37.54122597830636,24.66929703950882,41.83904458810617,67.22386522990902,-7.243856323776084e-06,-0.0014998928236309,2.317980312744277e-06,-0.0049099540774477,0.0003980977999162,49.827126907350994,17.718664354452272,44.55462654608964,17.635721420870752,30.250172194866515,0.0272083921953734,0.0204476091680647,0.0156425589767213,-0.1093240774103573,-1.7577887823184333,-0.01,-0.78,0.87,1.18,-1.2,-2.25,2.0,-0.15,-0.03,0.02,3
1967-04-01,0.0001002555553324,6.5525525323144905e-06,3.099966163158809e-05,0.0046756113685357,5.738711936385301e-05,5.571357729699886,8.059984093165856,12.252061979176316,13.746140853204416,87.07679309266317,3158.2868576049805,1755.1281633048222,1208.7546785514194,1623.7328125,1175.472722577222,55.14781745196564,109.33694692758414,37.056328529535335,111.12860207245728,67.45266020298004,29.730499183738623,38.352152506510414,25.22338032722473,43.02966830966709,67.34209293272437,-4.947283052107962e-06,0.0051472921768436,1.7402188296438743e-06,-0.0016622319890302,0.0004989478475181,50.38628373830358,11.490553596922204,46.060866376931415,14.952170136889436,24.23263789185189,0.0252308263650789,-0.0113096099959898,0.0136816938622639,-0.1309289180097125,-2.810245007276535,-1.07,-1.08,0.14,0.05,-0.89,-1.91,-0.1,0.05,-0.2,1.51,4
1967-05-01,9.86848368314853e-05,3.798600871111984e-06,3.2130972517494994e-05,0.0060916407771098,5.6007851910281306e-05,5.228306483772493,8.272714454729044,11.866572398998994,9.162244736649836,47.7152182354498,3156.998634338379,1762.7046256229796,1209.449652561629,1624.697314453125,1176.449814283779,61.247275028322726,115.20912757286658,37.0474985403608,114.08762352488864,61.49052679538727,30.154881110558144,40.20066579182942,26.776453852653503,44.06221578787039,65.47034193829792,-8.568581424120165e-06,0.0096955984190572,2.54703245161636e-06,-0.0018113381884177,0.000541204935871,39.583010609159096,7.6979481146696225,39.20966709402922,13.27800779818148,23.192715961532024,0.0310390214869367,-0.0306727458970456,0.0060935083848352,-0.1142849560294832,-3.966328998406728,-0.18,-0.59,2.02,-0.87,-1.24,-0.8,-0.0,-0.16,-0.37,-1.38,5
1967-06-01,9.50894392972682e-05,4.199827706994475e-07,3.415973639532336e-05,0.0070812263099166,5.849905387526519e-05,6.001968991378435,8.862058242705983,10.821649021099512,3.4036679136430226,49.702290989809285,3155.8637619018555,1763.6317812163256,1210.1804452113422,1623.71376953125,1176.88062370168,77.4296483382803,108.0733431302584,49.05107926952746,129.2251872125073,66.65123403072357,30.372220343285864,43.46916380382719,30.176764726638797,46.460605312038105,62.40687021395056,-7.677840585529339e-06,0.0103174003015737,4.769820901887297e-07,-0.0006947453130123,0.0005003803380532,27.4183531599688,13.768716806555927,29.263987478979526,8.661768767681606,12.802985121186914,0.0317014044957605,-0.1143342237683791,-0.009766997805295,-0.0175087544180098,-4.798577725887299,1.86,-0.26,0.88,1.72,-1.16,-0.33,1.1,-0.21,-0.61,-0.4,6
1967-07-01,9.559826562614288e-05,-2.318506802084744e-06,3.741197456532207e-05,0.0081668355657408,5.609974835182648e-05,6.436175064779877,9.235189760717065,9.63618810098154,4.963881655252473,35.67647687423398,3154.7605514526367,1764.2118256667566,1211.1659562920197,1624.777685546875,1178.1060544052566,75.33845948468289,103.88126960167516,45.35900234251983,141.8831798517815,63.79266381263733,30.35895903031905,47.59072803315662,34.320926666259766,48.09487145226281,58.86889201838796,-1.1013169849463429e-05,0.0122295779874548,2.4921314537270947e-06,-0.0015114714187802,0.0007877479220042,12.151539378302456,12.408741811941306,22.85992087704103,10.501413802443944,10.155189174959109,0.0343166291713714,-0.0870977304404295,-0.0129932768714542,0.0256338480505205,-3.619280954202016,1.25,-0.33,-0.12,0.44,-0.89,-1.24,0.3,-0.2,-0.62,0.31,7
1967-08-01,9.431966413272718e-05,-4.856874460173478e-06,3.745941572369224e-05,0.0073273127782158,5.840643532234876e-05,7.543727747894144,9.56172884871437,9.694372649948098,10.103450400802046,33.397087784742176,3154.043769836426,1761.41252188847,1211.1879386749877,1623.801123046875,1177.3121740087608,83.11413544152171,99.07071333665114,60.76058380363524,145.43004971798334,64.85389769077301,30.331024756798374,50.064688183012464,36.363255977630615,48.74102274576823,58.00161594297828,-1.0533762827427325e-05,0.0117938448966015,1.5996411791134464e-06,-0.0024870747438399,0.0006404173473129,11.345534338575645,14.75358947082541,21.05848075033141,11.635336148253918,10.382599995712493,0.033305297315362,-0.0791761128208305,-0.0118617442561886,0.0379236689990475,-2.551591396331787,-0.8,-0.42,1.1,1.73,-1.24,-0.35,1.2,-0.3,-0.4,0.15,8
1967-09-01,9.609472705728136e-05,-1.0618996863118615e-06,3.67982408390258e-05,0.0047586358656796,5.741139144657751e-05,8.124625183907844,9.971010500070038,10.581750738804471,16.07316860988241,30.874855556636344,3161.8921279907227,1756.8461451037178,1210.6620879762202,1621.936572265625,1175.35350998013,81.67019360171163,95.22612938514122,70.91533749602561,138.5345245076117,67.28961765766144,30.580565693614247,50.41977292015439,35.75702011585236,49.53355015935124,58.66755974002001,-8.41341304137854e-06,0.0076452670327853,1.4567894688546157e-06,-0.0005424146820587,0.0003510320675559,15.891466102225642,13.214288021503146,18.07421122808631,9.03482211174168,12.160910325239412,0.0150412464371094,-0.0892700556712814,-0.0206740596331655,0.0325484471839098,-2.075523634751638,0.83,-0.86,0.35,1.05,-0.72,0.11,0.8,-0.14,-0.35,0.01,9
1967-10-01,9.354686859973467e-05,-5.410187359097504e-07,3.553142481618316e-05,0.0045973036321811,5.877639582946934e-05,8.013470113477062,10.050028306238616,11.013672166828218,19.06885780507348,37.60895261840293,3168.0227279663086,1758.416011415679,1209.829018885396,1622.712841796875,1176.3815819183526,75.36866324288505,93.3441660954402,66.8269578800645,124.18538744204513,63.11999559402466,30.55077647114848,49.26805223737444,33.90755355358124,49.060811223210514,60.10982699510528,-7.917002246531712e-06,0.0074417148425709,9.336198117634612e-07,-0.0020387305994518,0.0002884228342736,30.41494044530994,10.775619903933302,18.378055336800795,10.500822341063577,18.098425915939288,0.021587048661009,-0.0706675497791435,-0.0086313992058141,0.0338495788829667,-2.041009192665418,-0.25,-0.74,-0.24,0.59,-0.64,1.1,0.1,-0.14,-0.61,-0.8,10
