,mslGLB_cluster1,mslGLB_cluster2,mslGLB_cluster3,mslGLB_cluster4,mslGLB_cluster5,mslGLB_cluster6,mslGLB_cluster7,mslGLB_cluster8,mslGLB_cluster9,mslGLB_cluster10,mslGLB_cluster11,mslGLB_cluster12,mslGLB_cluster13,mslGLB_cluster14,mslGLB_cluster15,mslGLB_cluster16,mslGLB_cluster17,mslGLB_cluster18
1980-11-01,143258.02859042553,107842.37400530504,141843.67333528036,115848.71157786886,150337.19596674878,105868.77162629757,151497.13736007462,102116.54596977329,103474.84914482097,109395.1402889785,109967.80798736462,105671.78276909722,134500.89532632745,112132.45192307692,183149.82404279278,140791.4098502304,119649.65992647059,164760.77368951612
1980-12-01,143002.34375,107632.98657161804,141976.72678154203,115778.671875,150429.09482758623,105720.09623702422,151635.85587686565,101933.87318954659,103424.01494565218,109749.84038978493,109916.44573555957,105611.21419270834,134230.98382190266,112570.58722527472,182686.8947072072,141085.75028801843,118148.05147058824,164300.27721774194
1981-01-01,142745.76684397165,107755.47911140583,142209.34214369158,115833.47207991804,150476.7048953202,105781.32569204152,151763.06553171642,101962.14381297228,103487.83967391304,109680.9601814516,110027.74706678701,105729.35384114584,134182.515210177,112814.29429945054,183817.8420608108,141015.70780529955,118150.41360294117,164653.42741935485
1981-02-01,142740.3867464539,107773.51210212201,142016.9429030374,115750.24205942624,150263.63146551725,105774.43501297578,151485.91417910447,101867.1875,103376.84023337596,109710.02184139784,110087.06001805054,105703.16297743056,134131.7408738938,112273.68646978022,183773.02224099098,140858.24452764977,119097.08639705883,164854.83870967742
1981-03-01,143354.61546985817,107636.5736903183,141857.4547313084,115909.95901639345,149975.98137315272,105731.12294550173,151107.03708022388,101977.92230793451,103458.71563299232,109174.20614919355,110320.17712093862,105839.07606336806,134702.58918694692,111752.11195054944,183116.27252252251,140388.58726958526,119886.86580882354,164146.37726814515
1981-04-01,143485.99844858158,107793.76657824934,141593.36667640187,115836.94159836066,149684.85606527096,105678.40073529411,150610.25536380595,102057.42876259446,103405.20700127877,109843.27536962365,110215.72653429603,105725.01627604167,134910.24267146018,111369.72012362636,182558.02364864864,140469.02721774194,120352.28860294117,163857.8377016129
1981-05-01,143662.56094858158,107930.59930371353,141330.97984813084,115862.76127049181,149432.67010467983,105771.06401384082,150144.3446828358,102181.02959697733,103491.38626918159,109782.54788306452,110206.45306859206,105621.51963975695,135067.00428650444,111013.57314560439,182260.5081644144,140162.31998847926,119921.91176470589,163276.92162298388
1981-06-01,143855.33577127662,108009.04550729443,141226.82900116823,115939.7387295082,149115.59421182267,106091.59007352941,149528.11333955222,102339.7866813602,103600.7572730179,109704.51108870967,109907.85198555957,105567.47775607639,134962.66592920356,110505.33997252746,183100.4715653153,140161.90596198157,120061.04779411765,164500.06300403227
1981-07-01,144056.1945921986,108080.55993037135,141233.648510514,115908.83709016394,148962.65778940887,106000.60012975777,149362.98973880595,102447.77235516372,103632.62368126598,109935.50067204301,110079.20521209386,105593.10438368056,135420.46460176993,110331.20707417582,182694.13710585583,140283.88896889403,120531.58088235295,163919.49974798388
1981-08-01,143872.67841312056,108057.33794761273,141216.1616530374,115985.16521516394,148923.76462438426,106085.5347102076,149495.3416511194,102351.71402707808,103603.74340632992,109705.45614919355,109788.70712996389,105383.18142361111,135049.10121681416,110397.88804945054,182536.2753378378,140230.35354262672,120061.88419117648,164657.62978830645
1981-09-01,143835.6050531915,108054.57559681697,141447.0356308411,115935.73258196723,149528.27894088672,106019.1419766436,150296.5718283582,102363.96213790932,103580.49972026853,109584.92943548386,109991.96186823104,105514.78678385417,135185.87181969028,111367.11881868131,182486.79617117115,140447.28182603687,119901.99448529413,164537.53780241936
1981-10-01,143592.48670212767,107939.66967838196,141645.78344042055,115914.78611680328,150016.26770320197,105813.3839749135,151046.57765858207,102221.69592254408,103497.4004955243,109599.15154569891,110033.57964801443,105542.61610243056,134956.6821073009,112051.01304945054,183068.1376689189,140568.27836981567,119837.31617647059,164776.67590725806
1981-11-01,143138.80762411348,107805.39414787799,141854.86638434578,115828.45414959016,150441.10221674878,105926.65981833909,151421.88083022388,102070.03502833753,103433.5068334399,109429.36407930107,110069.42689530685,105651.63845486111,134414.57411504426,112577.6871565934,184088.14752252251,140855.8143721198,119928.20772058824,165191.51965725806
1981-12-01,142997.1908244681,107828.17059018568,142171.72167056074,115830.51485655739,150575.28863916258,105930.69852941176,151931.58232276118,102039.83391057934,103449.81317934782,109561.13911290323,110116.19754061372,105708.10546875,134335.9375,113001.61401098901,183756.7215653153,140654.50028801843,119341.39705882354,164930.2797379032
1982-01-01,142828.0972960993,107703.125,142148.64193925232,115825.67110655739,150464.016317734,105662.34861591696,151785.68680037314,101958.30053526448,103473.92703005114,109604.21286962365,110020.42813628158,105718.59809027778,134165.43487278762,112574.73385989011,183162.7322635135,140858.90336981567,119318.79595588235,164288.0859375
1982-02-01,142966.0350177305,107754.90508952255,141991.5011682243,115829.62090163935,150231.69642857145,105845.45307093425,151458.01072761192,101925.96623110831,103431.25399616368,109777.75117607527,110151.52583483755,105750.04069010417,134291.09858960178,112333.78262362636,183420.09431306305,140839.4765264977,118999.81617647059,164852.86038306452
1982-03-01,143141.40625,107792.87135278515,141799.70064252336,115775.14984631148,150017.90717364533,105886.14294982699,151145.48157649252,101981.48024244331,103387.11836636829,109817.70833333333,110382.20047382671,105738.17274305556,134635.70934734514,111758.52506868131,183455.18018018018,140501.67770737328,120474.2830882353,164590.00756048388
1982-04-01,143623.45412234042,107869.9602122016,141590.20516939252,115872.90983606558,149714.1587130542,105853.57104238754,150688.45615671642,102121.98520151133,103447.12675831202,109608.1821236559,110304.9695397112,105733.75108506945,135064.82300884958,111590.67651098901,183205.567286036,140246.727390553,120409.71507352941,164069.77066532258
1982-05-01,143838.242464539,107830.84797745358,141452.8804030374,115886.5868340164,149628.81773399017,105767.40916955017,150397.42304104476,102213.777156801,103490.89773817135,109806.82123655913,110232.33021209386,105648.92306857639,135238.46100663717,110975.54086538461,182244.41159909908,140350.23761520738,120283.00551470589,163453.79284274194
1982-06-01,144010.7103280142,107950.59681697613,141317.3700350467,115931.22566598361,149195.02770935962,106193.6472750865,149607.958255597,102327.69009760705,103592.65704923273,109749.53377016129,110274.22439079422,105607.36490885417,135440.0857300885,110650.89285714286,181686.02899774772,140241.9714861751,119937.85845588235,163951.83971774194
1982-07-01,144039.31737588655,108038.09474469496,141239.32900116823,115908.70133196723,148995.25092364533,106225.46226211073,149386.1473880597,102347.78613035264,103576.98009910485,109940.46118951612,110195.14045577617,105553.03276909722,135501.88053097346,110263.07520604396,182055.16610360358,140347.59144585254,120284.47610294117,163546.484375
1982-08-01,144098.9527925532,108109.08902519893,141328.90625,115934.32505122952,149069.01554802957,106291.80633650518,149504.07532649252,102408.43435138538,103593.97578324808,109907.9595094086,110410.83878610109,105596.37044270834,135636.12417035399,110523.4632554945,183037.8378378378,140355.08352534563,120330.94669117648,163684.50730846776
1982-09-01,143961.1369680851,108107.49958554376,141530.05257009345,116043.30814549181,149566.10221674878,106166.86040224913,150336.64878731343,102362.67710957178,103562.77573529411,109693.97261424731,110181.52921931408,105522.40939670139,135308.25497787612,111429.04361263735,182710.05067567565,140422.7534562212,120075.48713235295,163691.09753024194
1982-10-01,143632.5853280142,107871.75273541114,141716.9794100467,115948.98821721312,149990.57112068968,105973.59429065743,151071.3910914179,102164.90672229219,103469.86492966751,109497.68565188171,110016.47393953068,105528.27962239584,134872.953539823,111857.41758241758,182201.10501126124,140533.636952765,119813.92463235295,164620.4070060484
1982-11-01,143360.33355496454,107776.13768236074,141903.69085864484,115819.63627049181,150393.64993842365,105770.90451989618,151412.28428171642,102059.71544395466,103370.375439578,109721.21555779569,110165.99165162454,105668.61436631945,134691.82107300888,112424.7081043956,183915.2519707207,140832.26166474656,119619.64154411765,164662.7961189516
1982-12-01,143178.85638297873,107615.45921750664,142137.84681658878,115903.92418032787,150638.72383004928,105553.72242647059,151844.70615671642,101974.55132241813,103395.48933024297,109933.30813172042,110132.05099277978,105784.99348958334,134332.78138827434,112816.67239010989,183240.9065315315,141020.4529089862,119442.95955882354,164400.9828629032
1983-01-01,143071.53147163123,107580.31954575596,142429.53782126168,115946.87884221312,150952.05511083745,105671.35867214532,151968.7208488806,101909.54817380352,103392.16751918159,109823.29049059139,110081.16256768953,105807.12619357639,134346.5293141593,112958.71394230769,182422.07207207204,141319.18202764977,118387.53676470589,163815.95262096776
1983-02-01,143234.72960992908,107688.03879310345,142160.8863901869,116005.29969262295,150427.94796798032,105744.74210640138,151587.42420708956,101918.9664672544,103403.13399136829,109234.76982526881,110132.1497066787,105752.63129340278,134400.75359513276,112446.17101648351,183071.57939189186,140574.66877880186,118063.9705882353,164427.3185483871
1983-03-01,143297.19636524824,107703.46899867374,141989.64661214952,116026.11936475411,150164.77062807884,105811.39976211073,151232.73087686565,101966.04612720403,103401.66939737851,109504.30947580644,110268.41155234657,105771.08018663195,134630.83517699115,112007.02266483517,183639.4003378378,140266.53585829493,118789.84375,164438.30015120967
1983-04-01,143539.97118794327,107709.12425397878,141660.30957943926,115942.95210040985,149807.3160406404,105699.95404411764,150711.63712686565,102041.65813916877,103369.203564578,109515.97362231182,110254.01624548736,105737.55425347222,134932.78830199115,111209.66689560439,183140.9276463964,140163.324452765,120529.40257352941,164201.29788306452
1983-05-01,143822.17420212767,107824.53580901856,141413.95297897197,115925.59298155739,149435.9375,105821.7722750865,150215.01865671642,102168.85036209067,103398.58335997442,109841.1878360215,110292.06058212997,105658.16514756945,135189.80226769912,110926.03880494506,183621.16413288287,140200.54363479264,120326.19485294117,164333.0330141129
1983-06-01,144022.62300531915,107909.29832559681,141313.09871495326,115943.80763319673,149244.65055418722,105952.919550173,149666.89015858207,102291.74669395466,103547.25763267263,109811.08870967741,110174.62770758122,105588.24327256945,135314.2526272124,110620.20947802198,182750.61233108107,140231.80443548388,120156.46139705883,164496.96320564515
1983-07-01,144135.01773049647,108080.18070291777,141256.8012558411,115940.5981045082,148955.46875,106207.1231617647,149410.0921175373,102362.39963790932,103556.12711796675,109954.26747311828,110348.25135379062,105631.77897135417,135492.74751106196,110310.85164835164,183765.34346846846,140343.50158410138,120565.08272058824,164716.28024193548
1983-08-01,144139.18993794327,108174.29749668435,141317.26051401868,116042.32838114754,149042.2721674877,106022.71572231833,149536.473880597,102487.62594458438,103669.6131713555,109936.24831989246,110169.78226534296,105617.92534722222,135489.4496681416,110616.8698489011,183569.629786036,140392.91114631336,120557.0955882353,164537.19758064515
1983-09-01,143836.32535460993,108096.16006299734,141444.140625,115985.97464139345,149428.032635468,105947.40754757785,150040.26935634328,102388.24189231737,103584.18618126598,109625.08400537634,109923.93106949459,105528.54817708334,134958.7423949115,111107.57211538461,183136.19791666666,140444.7472638249,120203.20772058824,164835.71068548388
1983-10-01,143480.7734929078,108107.55553713528,141633.6704147196,115910.12423155739,150118.50754310345,106094.94485294117,150868.1203358209,102248.7936870277,103527.7493606138,109653.93565188171,110176.07457129964,105644.71028645834,134851.56595685842,111994.47115384616,184027.78012387385,140760.7610887097,120143.37316176471,164778.7046370968
1983-11-01,143299.54565602838,107981.24585543766,141998.8500292056,115953.54636270492,150448.40671182267,106003.91435986159,151656.92047574627,102208.11555415616,103578.67746962915,109221.9506048387,110205.02876805054,105709.86328125,134587.14740044248,112518.19196428571,183784.14273648648,140502.99179147466,119348.42830882354,164931.78553427418
1983-12-01,143101.44614361704,107765.84051724138,142117.39193925232,115887.06326844262,150617.61853448278,105733.38289359861,151816.02145522388,102040.64074307305,103533.73761189257,109695.68632392473,110092.87849729242,105734.95279947917,134411.21750553098,112843.84443681319,183170.74183558556,140967.34951036866,118908.94301470589,164348.31149193548
1984-01-01,142870.45101950355,107591.7398872679,142030.16209112148,115828.76793032787,150507.00815886701,105471.41814446366,151628.21828358207,101854.81738035264,103445.99584398976,110289.31871639784,109996.42655685921,105730.74815538195,134045.95547566374,112818.05460164834,182951.16835585583,141145.81293202765,119109.40257352941,164255.45614919355
1984-02-01,142774.3905141844,107562.72173408487,141829.32242990655,115721.84554303279,150348.77232142858,105520.13678633218,151519.31553171642,101749.76778967254,103328.63451086957,109875.21421370967,110127.74706678701,105673.78472222222,134178.4084623894,112730.70054945054,183494.2778716216,140659.25979262672,119507.35294117648,164524.8298891129
1984-03-01,143188.92952127662,107655.89149535808,141706.0200058411,115862.30532786886,149869.71597906406,105721.9642084775,150984.68983208956,101912.98606738035,103384.72466432225,109554.59929435483,110166.91110108304,105739.23611111111,134609.41302544248,111873.4375,183193.11655405402,140272.4330357143,119255.68014705883,164327.52016129033
1984-04-01,143562.92664007092,107750.87450265251,141429.55607476635,115849.5837602459,149606.37700123154,105815.87910899654,150450.84538246266,102062.68104534004,103417.01266783888,109511.79015456988,110344.51996841155,105723.39409722222,135036.2762721239,111325.32623626373,183241.5822072072,140027.196140553,120368.77757352941,164448.86592741936
1984-05-01,143644.65314716313,107759.91793766578,141264.12456191587,115849.51844262295,149340.63269704435,105809.31282439445,149963.53194962686,102115.68797229219,103432.58671675192,109902.3689516129,110222.8931633574,105611.08669704861,135093.2522123894,110960.70570054944,183745.98817567565,140148.16028225806,120131.32352941176,164660.82409274194
1984-06-01,144045.93306737588,107994.49187665782,141140.9426109813,115894.48514344262,149060.67964901478,105952.56001297578,149243.69169776118,102340.82572418136,103551.3217311381,109947.9250672043,110300.49074909747,105627.00466579861,135607.86435287612,110351.03880494506,183097.705518018,140314.46212557604,120272.38051470589,164508.71975806452
1984-07-01,143959.81272163123,108064.34847480107,141205.3957359813,115900.59426229508,148883.11268472907,106102.11397058824,149343.79081156716,102335.83123425693,103560.40101502558,109844.72446236559,110100.75586642599,105477.34375,135322.82563606196,110199.33894230769,183527.92088963962,140301.6633064516,120252.88602941176,164093.69959677418
1984-08-01,143853.96165780144,108072.33711870026,141194.79775116823,115920.3137807377,149055.0685036946,106091.6955017301,149463.9692164179,102355.57895151133,103589.59898497442,109767.98975134408,109876.41301895307,105520.22569444445,135047.81872234514,110431.51614010989,183291.47663288287,140324.9747983871,120110.00919117648,164755.84047379033
1984-09-01,143665.8244680851,107950.98018899205,141475.5622079439,115955.42904713115,149483.00107758623,105882.23669982699,150300.53055037314,102282.93057304785,103542.11257193095,109549.38256048386,109952.9360333935,105462.75499131945,134900.86421460178,111248.05116758241,182635.52927927926,140329.84951036866,119866.82904411765,163609.6900201613
1984-10-01,143510.36125886525,108033.2787632626,141673.87923481307,115938.61936475411,150079.02555418722,106107.82871972318,151031.86800373133,102224.9626102015,103511.1453005115,109703.31401209677,110139.24864620938,105533.44455295139,134881.57840154867,111982.64938186813,182765.0689752252,140628.91345046082,119589.74264705883,164265.2091733871
1984-11-01,143258.0396719858,107937.75281830238,141883.7397780374,115873.88575819673,150332.2814039409,105893.08228806227,151520.9071828358,102151.48181675063,103497.56234015345,109549.67657930107,110139.42351083033,105718.32411024306,134652.90376106196,112331.14697802198,183755.884009009,140675.0216013825,119931.27757352941,165120.12978830645
1984-12-01,142689.3672429078,107512.50207228116,141883.9624707944,115628.3555327869,150470.68965517243,105521.76416522491,151575.8045708955,101846.54833123425,103326.07296994884,109763.87768817204,109790.04399819495,105589.32834201389,134008.27226216815,112914.4059065934,183454.46931306305,140929.08266129033,119748.02389705883,164561.75025201612
1985-01-01,142947.67841312056,107636.12193302387,142012.69348714952,115836.66239754099,150360.57189039412,105627.17344290657,151653.57975746266,101916.18781486145,103454.64953644501,109359.78662634408,109953.6467734657,105772.97092013889,134196.97179203542,112776.9059065934,182996.10782657657,140725.05400345623,118625.5330882353,164360.28225806452
1985-02-01,142748.91400709221,107596.5351458886,141700.56950934578,115619.44800204919,150087.61930418722,105427.4356617647,151033.79197761192,101793.47646410578,103366.88578964194,109720.3125,110151.71762184115,105718.29969618056,134146.8231471239,111815.07554945054,183616.870777027,140876.50129608295,119922.96875,164612.00226814515
1985-03-01,142888.44193262412,107583.02387267904,141704.73860981307,115706.6905737705,150067.52616995075,105698.94842128028,150999.20125932834,101898.35878463475,103342.48921035805,109845.94254032258,110376.94607400722,105820.52680121528,134523.30959623895,112349.80254120879,183194.62274774772,140507.79809907835,120807.99632352941,164694.32333669355
1985-04-01,143350.84219858158,107784.11389257295,141413.01474883177,115754.99103483607,149644.1079125616,105790.07623269896,150417.10004664178,102040.23339105793,103382.31697570332,109741.61206317204,110273.82953519856,105663.88888888889,134853.812914823,111186.87328296703,183763.23198198195,140341.6222638249,120322.27022058824,164783.4047379032
1985-05-01,143584.48581560285,107774.68086870026,141222.87164135513,115748.66034836066,149340.97521551725,105732.75843425604,149933.9552238806,102104.44348236776,103447.59331042199,109709.9126344086,110347.92700812274,105661.71061197917,135200.7674225664,110920.14938186813,182494.78462837837,140053.22940668202,120376.41544117648,163743.86340725806
1985-06-01,144032.50775709221,107904.08653846153,141199.57651869158,115907.39754098361,149052.90563423646,105807.17722750864,149392.04757462686,102341.24291561713,103621.7880834399,109703.93565188171,110059.32141245487,105597.97092013889,135412.7488938053,110428.02197802198,182269.45382882882,140216.41705069126,120050.45955882354,163242.7734375
1985-07-01,144082.1365248227,108171.89572281168,141340.92070677568,115977.87653688525,149027.24368842365,106211.79173875433,149480.4920708955,102429.48677581863,103643.98377557544,109902.43615591398,110225.10999548736,105577.46853298611,135506.92063053098,110317.85714285714,182552.24521396394,140340.61779953918,120305.83639705883,164032.96370967742
1985-08-01,143978.59042553193,108156.85925066312,141210.04672897197,115951.25384221312,148990.07466133006,106312.0025951557,149469.63619402985,102450.6867915617,103617.6070971867,109793.68699596774,110139.50812274367,105555.77799479167,135276.53484513276,110435.00171703297,183380.14498873873,140267.04349078343,120378.85110294117,165091.74647177418
1985-09-01,143785.46653368796,108095.91967838196,141416.29307827103,115931.42161885246,149512.28063423646,106107.56109429065,150136.57882462686,102329.03219458438,103536.6897778133,109508.50554435483,110090.70115072202,105552.18098958334,135090.54894911507,111431.12122252746,183382.18609234234,140472.93346774194,120074.25551470589,164412.60710685485
1985-10-01,143417.95212765958,107960.48781498674,141656.13682827103,115926.80584016394,150075.11930418722,106052.138300173,150914.26072761192,102208.7275661209,103470.79403772378,109580.82577284945,110096.67757220217,105549.69889322917,134772.2172289823,111864.37156593407,183011.50760135133,140607.78369815668,120225.80882352941,164354.65599798388
1985-11-01,143141.22340425532,107889.3650530504,141832.25759345794,115818.44518442624,150272.14054802957,105875.3811634948,151414.36567164178,102094.59422229219,103451.34371003836,109364.49932795699,110045.4789034296,105585.27560763889,134527.60647123895,112352.81593406593,183434.9662162162,140551.119671659,119436.82904411765,164548.57610887097
1985-12-01,142976.59574468085,107727.82451923077,142036.0652745327,115833.25691598361,150574.96921182267,105748.4347967128,151716.08558768657,101987.63184823676,103476.20284526853,109716.00722446236,109987.8553700361,105777.16200086806,134151.8010232301,112765.34168956043,183238.5064752252,141103.81264400922,118961.43382352941,165005.01512096776
1986-01-01,142712.9488031915,107705.61588196286,142104.64369158878,115725.42392418033,150548.95705049264,105703.05741782006,151770.5806902985,101909.48716939546,103460.45396419437,110085.10164650537,110090.3909070397,105772.11371527778,134174.0217090708,112692.07589285714,183648.69791666666,141072.34302995392,118626.63602941176,164759.97353830645
1986-02-01,142927.02792553193,107575.11397546419,141915.0043808411,115843.13524590165,150099.86915024632,105598.59158737023,151430.94099813432,101849.85437657431,103437.51698369565,109307.1320564516,109896.87782039712,105646.63357204861,134134.58586836283,112539.27712912088,183147.51548423423,140312.5,117879.375,164557.3210685484
1986-03-01,143214.05695921986,107745.02030835544,141713.46743574765,115811.77894467214,149988.3081896552,105849.36743079584,150982.34608208956,101974.52573992443,103441.86381074168,110024.46236559139,110331.14846570397,105793.66861979167,134662.8802544248,111871.2396978022,183479.0188626126,140651.6849078341,119388.95220588235,164742.31350806452
1986-04-01,143410.3280141844,107760.86289787799,141506.4836448598,115758.50665983607,149681.180726601,105794.65289792386,150528.01422574627,102037.02573992443,103371.83703644501,109739.57493279569,110322.71829873646,105714.42328559028,134986.67726769912,111512.28537087912,183042.7787162162,140216.9462845622,120550.34926470589,163906.75403225806
1986-05-01,143731.94259751774,107707.09963527852,141326.40917056074,115859.90138319673,149414.49353448278,105697.77789792386,150099.5802238806,102156.31887594458,103454.54164002558,109673.95413306452,110187.11924638989,105562.30740017361,135111.42491703542,110842.59100274724,182480.06052927926,140265.20017281108,120054.6875,163286.76915322582
1986-06-01,143711.2533244681,107953.66379310345,141112.9234813084,115807.53329918033,148964.51662561577,105855.47145328719,149319.29804104476,102272.43191120906,103537.03344789002,109906.16179435483,110194.51150722022,105623.24761284722,135269.33766592923,110390.02403846153,182385.31813063062,140181.52721774194,120219.33823529413,163968.80670362903
1986-07-01,144103.83421985817,108059.87649204244,141363.87631425232,115987.71260245903,149097.51770320197,106096.88310986159,149499.60354477612,102451.90097607052,103705.6425831202,109963.17624327957,110166.41471119133,105661.58854166667,135467.7613384956,110433.00995879121,181991.53997747746,140388.15164170507,120369.65073529413,163420.03528225806
1986-08-01,143863.358820922,108030.13304045092,141209.57213785045,115875.50461065574,149039.01246921183,106218.0714749135,149630.11310634328,102323.9393104534,103548.40652973145,109644.7034610215,109999.1708032491,105382.94542100695,135135.48119469028,110580.39148351648,182989.21030405402,140301.5877016129,119979.22794117648,164151.80191532258
1986-09-01,143805.39117907803,108143.04749668435,141527.80373831774,115954.1150102459,149572.9756773399,106177.32482698961,150356.42490671642,102380.1322418136,103591.47018861893,109518.19556451612,110051.64993231047,105524.0478515625,135116.72773783188,111382.88118131868,182470.6503378378,140482.43807603687,119802.03125,164333.43623991936
1986-10-01,143615.63054078014,108024.4259781167,141783.203125,116027.63575819673,150171.44781403942,105962.0025951557,151047.33558768657,102312.20284949621,103586.27917199489,109666.90188172042,109981.06667418772,105640.46223958334,134729.08600663717,112097.87946428571,182554.3144707207,140731.50201612903,119669.45772058824,164392.0866935484
1986-11-01,143201.91156914894,107847.80545424404,141896.7180198598,115806.37167008198,150410.61807266012,105954.43068771626,151417.10004664178,102075.54313602015,103410.24516464194,109966.96068548386,110127.97551895307,105665.87456597222,134608.55572455755,112633.70535714286,182855.03237612612,140912.55400345623,120144.69669117648,164623.75882056452
1986-12-01,143107.07557624116,107802.24428050398,142217.578125,115832.77151639345,150712.16133004928,105862.6027249135,151884.68400186565,102031.03550062972,103473.94800991048,109832.31266801075,110222.5603564982,105791.50661892361,134427.65141039825,112679.03502747252,183588.55574324323,141180.03672235023,119229.87132352941,164863.4828629032
1987-01-01,142926.82845744683,107616.64870689655,142270.80169392523,115866.32172131148,150720.44719827588,105600.26492214532,151979.34351679104,101963.48787783374,103473.54439737851,109346.98420698925,110065.4839801444,105807.87760416667,134168.08974004426,112770.67307692308,183156.0599662162,140760.6170794931,119447.88602941176,164686.3344254032
1987-02-01,142950.06094858158,107645.06175397878,142164.73422897197,115841.09759221312,150337.44996921183,105695.83423442906,151649.0380130597,101942.68143891687,103423.5683743606,109376.47849462365,110140.27809115524,105747.42567274306,134412.65210176993,112410.58550824175,182854.93384009006,140585.70708525347,119086.02941176471,164014.78074596776
1987-03-01,143425.67043439718,107623.03962201592,141807.53139602803,115918.14293032787,149833.34359605913,105586.56195934255,150981.90298507462,101937.2776290932,103381.11712755755,109353.97345430107,110190.65884476535,105731.00314670139,134656.55420353982,111662.05357142857,182448.15596846846,140346.17295506914,119515.32169117648,163892.8679435484
1987-04-01,143670.21276595746,107777.30230437666,141727.1977219626,115905.48924180328,149967.44150246307,105804.57666522491,150745.56319962686,102079.16404282115,103411.65481138107,109627.43195564515,110395.74966155234,105760.55772569445,135100.08642146018,111433.3018543956,183238.4572072072,140471.25936059907,120278.71323529413,164352.6587701613
1987-05-01,143989.36170212767,107762.6450596817,141490.40960864484,115914.07914959016,149546.3092672414,105751.52735726643,150407.28194962686,102176.36374370276,103424.117846867,109649.50436827957,110348.89722472924,105683.5205078125,135337.56568030975,111127.01751373625,183115.2027027027,140303.41661866358,120462.35294117648,164492.6033266129
1987-06-01,144050.42664007092,107946.29061671087,141245.3234521028,115928.01101434427,149177.35144704435,105907.13938148788,149561.04244402985,102317.85067695213,103571.07576726342,109879.58249327957,110231.31204873646,105642.9443359375,135460.27032632745,110633.42204670329,182309.6706081081,140347.82906105992,120329.34742647059,164034.58291330645
